,name_dk_wk5,position_dk_wk5,team_draft_wk5,opponent_fd_wk5,salary_dk_wk5,salary_fd_wk5,salary_draft_wk5,fd_adj_wk5,draft_adj_wk5,adj_fd-dk_wk5,adj_draft-dk_wk5,fd-dk_wk5,draft-dk_wk5,draft-fd_wk5,ppg_draft_wk5,ppg_dk_wk5,ppg_fd_wk5,ppg_diff_wk5
538,De'Lance Turner,,,PIT,,4500.0,,3750.0,,,,,,,,,1.5,
539,Tyron Johnson,,,JAC,,4500.0,,3750.0,,,,,,,,,0.0,
540,DeAndrew White,,,JAC,,4500.0,,3750.0,,,,,,,,,0.0,
541,Papi White,,,BUF,,4500.0,,3750.0,,,,,,,,,0.0,
542,Sean Modster,,,PIT,,4500.0,,3750.0,,,,,,,,,0.0,
543,Parker Baldwin,,,HOU,,4500.0,,3750.0,,,,,,,,,0.0,
544,Khalfani Muhammad,,,LAC,,4500.0,,3750.0,,,,,,,,,0.0,
545,Jehu Chesson,,,NE,,4500.0,,3750.0,,,,,,,,,0.2,
546,Boston Scott,,,NYJ,,4500.0,,3750.0,,,,,,,,,0.0,
547,Antoine Wesley,,,PIT,,4500.0,,3750.0,,,,,,,,,0.0,
548,Greg Ward,,,NYJ,,4500.0,,3750.0,,,,,,,,,0.0,
549,Marcus Green,,,NYJ,,4500.0,,3750.0,,,,,,,,,0.0,
550,Emmanuel Butler,,,TB,,4500.0,,3750.0,,,,,,,,,0.0,
551,Reggie White Jr.,,,MIN,,4500.0,,3750.0,,,,,,,,,0.0,
552,Thomas Ives,,,OAK,,4500.0,,3750.0,,,,,,,,,0.0,
553,Emanuel Hall,,,NO,,4500.0,,3750.0,,,,,,,,,0.0,
554,Dillon Mitchell,,,NYG,,4500.0,,3750.0,,,,,,,,,0.0,
555,Tra Carson,,,DAL,,4500.0,,3750.0,,,,,,,,,0.0,
556,Alfred Morris,,,GB,,4500.0,,3750.0,,,,,,,,,5.8,
557,Russell Shepard,,,MIN,,4500.0,,3750.0,,,,,,,,,2.0,
558,Artavis Scott,,,DEN,,4500.0,,3750.0,,,,,,,,,0.0,
559,Ventell Bryant,,,GB,,4500.0,,3750.0,,,,,,,,,0.0,
560,Tevin Jones,,,BAL,,4500.0,,3750.0,,,,,,,,,0.0,
561,Stanley Morgan,,,ARI,,4500.0,,3750.0,,,,,,,,,0.0,
562,Cody Hollister,,,BUF,,4500.0,,3750.0,,,,,,,,,0.0,
563,Tony Brooks-James,,,NO,,4500.0,,3750.0,,,,,,,,,0.0,
564,Ajene Harris,,,NYJ,,4500.0,,3750.0,,,,,,,,,0.0,
565,Alfred Blue,,,CAR,,4500.0,,3750.0,,,,,,,,,5.5,
566,Hakeem Butler,,,CIN,,4500.0,,3750.0,,,,,,,,,0.0,
567,Mark Thompson,,,PIT,,4500.0,,3750.0,,,,,,,,,0.0,
568,Elijah Holyfield,,,JAC,,4500.0,,3750.0,,,,,,,,,0.0,
569,Karan Higdon Jr.,,,ATL,,4500.0,,3750.0,,,,,,,,,0.0,
570,Ryan Nall,,,OAK,,4500.0,,3750.0,,,,,,,,,0.0,
571,Khari Blasingame,,,NYG,,4500.0,,3750.0,,,,,,,,,0.0,
572,Tim Patrick,,,LAC,,4500.0,,3750.0,,,,,,,,,4.9,
573,Trey Edmunds,,,BAL,,4500.0,,3750.0,,,,,,,,,0.0,
574,Kalif Raymond,,,BUF,,4500.0,,3750.0,,,,,,,,,0.0,
575,Sutton Smith,,,BAL,,4500.0,,3750.0,,,,,,,,,0.0,
576,Jordan Ellis,,,ARI,,4500.0,,3750.0,,,,,,,,,0.0,
577,Wes Hills,,,CIN,,4500.0,,3750.0,,,,,,,,,0.0,
578,Jeff Smith,,,PHI,,4500.0,,3750.0,,,,,,,,,0.0,
579,Malik Taylor,,,DAL,,4500.0,,3750.0,,,,,,,,,0.0,
580,Mike Weber,,,GB,,4500.0,,3750.0,,,,,,,,,0.0,
581,Michael Walker,,,CAR,,4500.0,,3750.0,,,,,,,,,0.0,
582,Jason Moore,,,DEN,,4500.0,,3750.0,,,,,,,,,0.0,
583,Dalyn Dawkins,,,BUF,,4500.0,,3750.0,,,,,,,,,0.0,
584,Jayson Stanley,,,HOU,,4500.0,,3750.0,,,,,,,,,0.0,
585,Ryan Grant,,,CHI,,4500.0,,3750.0,,,,,,,,,1.7,
586,Greg Dortch,,,PHI,,4500.0,,3750.0,,,,,,,,,0.0,
587,Christian Wade,,,TEN,,4500.0,,3750.0,,,,,,,,,0.0,
588,Kerrith Whyte Jr.,,,OAK,,4500.0,,3750.0,,,,,,,,,0.0,
589,Valentine Holmes,,,PHI,,4500.0,,3750.0,,,,,,,,,0.0,
590,Pharoh Cooper,,,CIN,,4500.0,,3750.0,,,,,,,,,0.0,
591,Craig Reynolds,,,NE,,4500.0,,3750.0,,,,,,,,,0.0,
592,Caleb Wilson,,,CIN,,4000.0,,3333.0,,,,,,,,,0.0,
593,Eric Saubert,,,CHI,,4000.0,,3333.0,,,,,,,,,1.5,
594,Parker Hesse,,,BUF,,4000.0,,3333.0,,,,,,,,,0.0,
595,Eric Tomlinson,,,MIN,,4000.0,,3333.0,,,,,,,,,1.4,
596,Christian Scotland-Williamson,,,BAL,,4000.0,,3333.0,,,,,,,,,0.0,
597,Joshua Perkins,,,NYJ,,4000.0,,3333.0,,,,,,,,,3.1,
598,Kevin Rader,,,BAL,,4000.0,,3333.0,,,,,,,,,0.0,
599,Alize Mack,,,BAL,,4000.0,,3333.0,,,,,,,,,0.0,
600,Mason Schreck,,,ARI,,4000.0,,3333.0,,,,,,,,,0.0,
601,Brandon Dillon,,,NYG,,4000.0,,3333.0,,,,,,,,,0.0,
602,Darrell Daniels,,,CIN,,4000.0,,3333.0,,,,,,,,,0.0,
603,Jace Sternberger,,,DAL,,4000.0,,3333.0,,,,,,,,,0.0,
604,Charles Jones,,,CAR,,4000.0,,3333.0,,,,,,,,,0.0,
605,Stephen Anderson,,,DEN,,4000.0,,3333.0,,,,,,,,,0.0,
606,Charles Scarff,,,PIT,,4000.0,,3333.0,,,,,,,,,0.0,
607,Dan Arnold,,,TB,,4000.0,,3333.0,,,,,,,,,3.9,
608,C.J. Conrad,,,MIN,,4000.0,,3333.0,,,,,,,,,0.0,
609,Cole Hikutini,,,GB,,4000.0,,3333.0,,,,,,,,,0.0,
610,Moritz Boehringer,,,ARI,,4000.0,,3333.0,,,,,,,,,0.0,
611,Temarrick Hemingway,,,JAC,,4000.0,,3333.0,,,,,,,,,0.0,
612,Ian Bunting,,,PHI,,4000.0,,3333.0,,,,,,,,,0.0,
613,Jake Butt,,,LAC,,4000.0,,3333.0,,,,,,,,,4.2,
614,Jordan Leggett,,,NO,,4000.0,,3333.0,,,,,,,,,1.9,
615,Xavier Grimble,,,BAL,,4000.0,,3333.0,,,,,,,,,0.4,
616,Nate Becker,,,TEN,,4000.0,,3333.0,,,,,,,,,0.0,
617,Matt Sokol,,,DEN,,4000.0,,3333.0,,,,,,,,,0.0,
618,Jesper Horsted,,,OAK,,4000.0,,3333.0,,,,,,,,,0.0,
619,Jordan Franks,,,ARI,,4000.0,,3333.0,,,,,,,,,1.6,
